frame,status,prediction,global_conf,n_individuals,paths
1649,ok,691,0.3182995915412903,3,"{""stage_01_raw"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1649/stage_01_raw.png"", ""stage_02_globalbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1649/stage_02_globalbb.png"", ""stage_03_sharpened"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1649/stage_03_sharpened.png"", ""stage_04_individualbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1649/stage_04_individualbb.png"", ""stage_05_classification"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1649/stage_05_classification.png""}"
1652,ok,691,0.3212241530418396,3,"{""stage_01_raw"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1652/stage_01_raw.png"", ""stage_02_globalbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1652/stage_02_globalbb.png"", ""stage_03_sharpened"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1652/stage_03_sharpened.png"", ""stage_04_individualbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1652/stage_04_individualbb.png"", ""stage_05_classification"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1652/stage_05_classification.png""}"
1666,ok,1,0.32528194785118103,1,"{""stage_01_raw"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1666/stage_01_raw.png"", ""stage_02_globalbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1666/stage_02_globalbb.png"", ""stage_03_sharpened"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1666/stage_03_sharpened.png"", ""stage_04_individualbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1666/stage_04_individualbb.png"", ""stage_05_classification"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1666/stage_05_classification.png""}"
1671,ok,1,0.32655754685401917,1,"{""stage_01_raw"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1671/stage_01_raw.png"", ""stage_02_globalbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1671/stage_02_globalbb.png"", ""stage_03_sharpened"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1671/stage_03_sharpened.png"", ""stage_04_individualbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1671/stage_04_individualbb.png"", ""stage_05_classification"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1671/stage_05_classification.png""}"
1684,no-global,,,0,"{""stage_01_raw"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1684/stage_01_raw.png""}"
1691,no-global,,,0,"{""stage_01_raw"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1691/stage_01_raw.png""}"
1703,no-global,,,0,"{""stage_01_raw"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1703/stage_01_raw.png""}"
1719,ok,62656421,0.33384883403778076,8,"{""stage_01_raw"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1719/stage_01_raw.png"", ""stage_02_globalbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1719/stage_02_globalbb.png"", ""stage_03_sharpened"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1719/stage_03_sharpened.png"", ""stage_04_individualbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1719/stage_04_individualbb.png"", ""stage_05_classification"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1719/stage_05_classification.png""}"
1725,ok,6566771,0.34303146600723267,7,"{""stage_01_raw"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1725/stage_01_raw.png"", ""stage_02_globalbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1725/stage_02_globalbb.png"", ""stage_03_sharpened"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1725/stage_03_sharpened.png"", ""stage_04_individualbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1725/stage_04_individualbb.png"", ""stage_05_classification"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1725/stage_05_classification.png""}"
1733,ok,9656421,0.302533894777298,7,"{""stage_01_raw"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1733/stage_01_raw.png"", ""stage_02_globalbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1733/stage_02_globalbb.png"", ""stage_03_sharpened"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1733/stage_03_sharpened.png"", ""stage_04_individualbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1733/stage_04_individualbb.png"", ""stage_05_classification"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1733/stage_05_classification.png""}"
1745,ok,96,0.47024285793304443,2,"{""stage_01_raw"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1745/stage_01_raw.png"", ""stage_02_globalbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1745/stage_02_globalbb.png"", ""stage_03_sharpened"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1745/stage_03_sharpened.png"", ""stage_04_individualbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1745/stage_04_individualbb.png"", ""stage_05_classification"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1745/stage_05_classification.png""}"
1754,ok,0,0.4927348494529724,1,"{""stage_01_raw"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1754/stage_01_raw.png"", ""stage_02_globalbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1754/stage_02_globalbb.png"", ""stage_03_sharpened"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1754/stage_03_sharpened.png"", ""stage_04_individualbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1754/stage_04_individualbb.png"", ""stage_05_classification"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1754/stage_05_classification.png""}"
1766,ok,996,0.5764391422271729,3,"{""stage_01_raw"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1766/stage_01_raw.png"", ""stage_02_globalbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1766/stage_02_globalbb.png"", ""stage_03_sharpened"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1766/stage_03_sharpened.png"", ""stage_04_individualbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1766/stage_04_individualbb.png"", ""stage_05_classification"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1766/stage_05_classification.png""}"
1775,ok,9,0.5560409426689148,1,"{""stage_01_raw"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1775/stage_01_raw.png"", ""stage_02_globalbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1775/stage_02_globalbb.png"", ""stage_03_sharpened"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1775/stage_03_sharpened.png"", ""stage_04_individualbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1775/stage_04_individualbb.png"", ""stage_05_classification"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1775/stage_05_classification.png""}"
1780,ok,0,0.6509168148040771,1,"{""stage_01_raw"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1780/stage_01_raw.png"", ""stage_02_globalbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1780/stage_02_globalbb.png"", ""stage_03_sharpened"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1780/stage_03_sharpened.png"", ""stage_04_individualbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1780/stage_04_individualbb.png"", ""stage_05_classification"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1780/stage_05_classification.png""}"
1790,ok,0,0.6120237708091736,1,"{""stage_01_raw"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1790/stage_01_raw.png"", ""stage_02_globalbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1790/stage_02_globalbb.png"", ""stage_03_sharpened"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1790/stage_03_sharpened.png"", ""stage_04_individualbb"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1790/stage_04_individualbb.png"", ""stage_05_classification"": ""/home/dsi/halamim1/ExtractNumbers/outputs/video_150_results/frame_1790/stage_05_classification.png""}"
